Time (ns),RMSD (Å)
145,3.1089595
146,2.9437233000000003
147,3.2456907999999993
148,3.3223813999999994
149,3.2760679
150,3.383427
151,3.2606729000000003
152,3.1944004999999995
153,3.2104688
154,3.2598059
155,3.0541306
156,2.9642600000000003
157,2.9817582
158,3.2463846
159,3.053626
160,2.9745100000000004
161,3.1337871
162,3.4458393
163,3.1829055
164,3.6176390000000005
165,3.7223713
166,3.5580476
167,3.7019808
168,3.9334721999999998
169,3.5567849000000002
170,3.4195158999999995
171,3.3833098
172,3.3594323
173,3.5866805
174,3.5338008
175,3.4502036999999994
176,3.3713025
177,3.2161979
178,3.1414819
179,2.9276496
180,3.1976576000000003
181,3.2473153
182,3.4487143
183,3.4740114
184,3.511006
185,3.382587
186,3.4852834
187,3.6263195
188,3.4149569
189,3.219749
190,3.5213729000000003
191,3.6383046
192,3.8484793
193,3.3071203999999996
194,3.2901897
195,3.1763853
196,3.1403573
197,3.0453813000000003
198,2.8876208000000005
199,2.8172935999999997
200,2.9822322999999997
201,3.0033219
202,3.0227466000000005
203,2.8894639
204,2.7634534
205,2.7688509
206,2.7020174
207,2.7915601
208,2.7465539999999997
209,2.7565008000000004
210,2.8437956
211,2.8532502000000006
212,3.0541507
213,2.871489
214,2.8224375000000004
215,2.8414978
216,2.7828628
217,2.7983473000000005
218,2.9939137999999996
219,2.9513610999999997
220,2.8805863
221,2.9361782000000005
222,2.8570405
223,3.1056422
224,3.1531309
225,3.1546305
226,2.9187287
227,3.1900877999999997
228,3.1452426
229,2.9358395
230,3.0343768
231,3.1462272000000002
232,3.0691808
233,3.0303586
234,3.2317089
235,2.9531106
236,3.0824989
237,3.0907711
238,3.4306226
239,3.3398231000000003
240,3.3803611
241,3.4626932999999998
242,3.4047497
243,3.0310380000000006
244,3.3002194
245,2.9333044
246,2.7153536000000003
247,3.3109066
248,3.092827
249,3.2306931
250,3.3987072
251,3.4342065
252,3.2915766999999994
253,3.2560518
254,3.0904073
255,2.7424752999999997
256,2.8751809
257,2.860869
258,2.8313217
259,3.1911091000000003
260,3.0553653
261,3.2856293
262,3.508894
263,3.3748206000000005
264,3.5376654
265,3.4400325
266,3.1362427
267,3.3432667
268,3.1965595
269,3.1459339
270,3.222231
271,2.9674936
272,2.9370481999999996
273,2.9716446999999997
274,2.8835455000000003
275,3.0971093
276,2.8787985000000003
277,3.2315572999999995
278,2.9923337
279,3.1257384999999998
280,3.1369251
281,3.1466106
282,3.4452128
283,3.3949295
284,3.2680673
285,3.4787597
286,3.3841949
287,3.0728537
288,3.0304965
289,3.4290814
290,3.2652188
291,3.4151191
292,3.492167
293,3.4249381000000003
294,3.4287467
295,3.2580972
296,3.2287795
297,3.2092875
298,3.5102022
299,3.1866931
300,3.0485360999999997
301,3.2945791999999994
302,3.5457601000000007
303,3.3487615999999996
304,3.2652941
305,3.4921087
306,3.3883906
307,3.2166728
308,3.2821861
309,3.4738165
310,3.1352041
311,2.8897490999999995
312,3.1293498
313,3.2773217
314,2.9908133
315,3.2882041
316,3.6502955
317,3.2736231
318,3.3634582
319,3.5351204
320,3.4396319
321,3.2660056000000006
322,3.1649781
323,3.0913278
324,3.0562794999999996
325,3.2218492
326,3.3890437
327,3.5414316
328,3.5097933999999995
329,3.4301612000000006
330,3.6981311
331,3.7662059999999995
332,4.0529551
333,4.214026
334,4.0852761
335,4.203973
336,4.1873864
337,4.2249577
338,4.0898664
339,4.1206022
340,4.0068246
341,4.1487891999999995
342,4.1439676
343,4.1922385
344,4.0956986
345,4.0739554
346,4.2554636
347,4.1201373
348,3.9862857000000003
349,4.011559
350,4.024309
351,3.9994576
352,4.0077087
353,3.9989957
354,4.025723
355,4.1166983
356,4.2258682
357,4.2457969
358,4.3142641
359,4.2739077
360,4.1567211
361,4.3165248
362,4.3770237
363,4.3056217
364,4.3068834
365,4.226422
366,4.2567127
367,4.1700576
368,4.3610444
369,4.6649318
370,4.6402448
371,4.8651202
372,5.0031456
373,4.5894022
374,4.5860158
375,4.6628848000000005
376,4.6339639
377,4.7616161
378,4.8119442
379,4.6894978
380,4.316292
381,4.4384719
382,4.3928
383,4.128103
384,4.1100734
385,4.4776494
386,4.5332139
387,4.3557185
388,4.4112078
389,4.5506709
390,4.5868706
391,4.5151667
392,4.5958553
393,4.8569059
394,4.9240912
395,4.9509382
396,4.8734815
397,4.857271
398,4.9173233
399,4.981808
400,4.9703549
401,5.2139083
402,5.338718399999999
403,5.1667589000000005
404,5.2078899
405,5.1815
406,5.244767699999999
407,5.5090304
408,5.377473999999999
409,5.1869692
410,5.1813299
411,5.223510300000001
412,5.209145399999999
413,5.0690064
414,4.7303287
415,5.015953399999999
416,5.015121799999999
417,5.002151
418,4.9578805
419,4.8994478
420,4.7617783
421,5.0072475999999995
422,5.1220437
423,5.082321199999999
424,5.0863312999999994
425,4.8762135
426,4.8192988
427,4.608871
428,4.6193242
429,4.7088141
430,4.6048448
431,4.7225534
432,4.7846917
433,4.3690119
434,4.6008517
435,4.6805553
436,4.4322096
437,4.6743521
438,4.5969618
439,4.5936079
440,5.0011061
441,5.085713199999999
442,5.1325471
443,5.157750400000001
444,5.098884999999999
445,4.928968
446,4.7756897
447,4.9675192
448,4.9500939
449,5.014714700000001
450,5.098972
451,5.093426599999999
452,5.0012749
453,5.0415233
454,4.7646913
455,4.7851974
456,4.8584924
457,4.7308588
458,4.8298985
459,4.8017321
460,4.5302185999999995
461,4.5922709
462,4.6754138
463,4.7534292
464,4.6299449
465,4.4033761
466,4.4719371
467,4.570379
468,4.5981042
469,4.5585903
470,4.3413118
471,4.4185974
472,4.625887
473,4.7798731
474,4.6746956
475,4.5779774
476,4.1011481
477,4.2615921
478,4.1546882
479,4.0169763
480,4.0278259
481,4.2101938
482,4.6211366
483,4.4870597
484,4.4372023
485,4.4398699
486,4.0354948
487,4.0643246
488,4.1228945
489,4.2201104
490,4.2114966
491,4.1450711
492,4.0910117
493,4.1187024
494,3.9562573
495,4.1654352
496,3.8816156
497,4.1525609
498,4.1098957
499,4.2104022
500,4.274103
