Time (ns),RMSD (Å)
154,3.8080650000000005
155,3.715858
156,3.2529820000000003
157,3.3924380000000003
158,3.5294
159,3.474572
160,3.658467
161,3.512342
162,3.317691
163,3.2099439999999997
164,3.107771
165,3.1015140000000003
166,3.317398
167,3.3238869999999996
168,3.259538
169,3.4186630000000005
170,3.545061
171,3.389187
172,3.335222
173,3.199809
174,3.258296
175,3.519909
176,3.256468
177,3.245075
178,3.144233
179,3.362249
180,3.3544959999999997
181,3.341837
182,3.389751
183,3.3807190000000005
184,3.262119
185,3.3499950000000003
186,3.416202
187,3.566592
188,3.560263
189,3.267156
190,3.098597
191,3.461388
192,3.398693
193,3.518064
194,3.4537720000000003
195,3.454046
196,3.582799
197,3.3727
198,3.5192759999999996
199,3.5463400000000003
200,3.615691
201,3.5580450000000003
202,3.7088769999999998
203,3.9959480000000003
204,3.983498
205,4.081879
206,4.237487
207,4.333225
208,4.302942
209,4.450771
210,4.286065
211,4.231073
212,4.1684410000000005
213,4.107057
214,4.024713
215,4.1418
216,3.5607249999999997
217,3.428267
218,3.143104
219,3.394865
220,3.3814710000000003
221,3.3805959999999997
222,3.825929
223,3.6830410000000002
224,3.8664389999999997
225,4.082124
226,3.550286
227,3.41371
228,3.448524
229,3.8866090000000004
230,3.786496
231,3.741303
232,3.7886559999999996
233,3.774672
234,3.4729469999999996
235,3.5186720000000005
236,3.852844
237,3.809664
238,3.815947
239,3.8539100000000004
240,3.919442
241,3.937367
242,4.054338
243,3.761483
244,3.8412650000000004
245,3.576754
246,3.305179
247,3.227756
248,3.376485
249,3.5939069999999997
250,3.4296140000000004
251,3.251966
252,3.141535
253,3.42914
254,3.3957940000000004
255,3.866455
256,3.908718
257,3.887272
258,3.800367
259,3.5264949999999997
260,3.7248129999999997
261,4.014925
262,4.123483
263,4.364535
264,4.325997
265,4.274851
266,3.793621
267,3.85637
268,3.773296
269,3.638193
270,3.6439440000000003
271,3.85962
272,3.5911489999999997
273,3.499962
274,3.2571969999999997
275,3.4026240000000003
276,3.177269
277,3.0950369999999996
278,3.1932029999999996
279,3.33308
280,3.4145209999999997
281,3.46451
282,3.697721
283,3.898377
284,3.8350549999999997
285,3.74529
286,3.6376429999999997
287,3.48494
288,3.4523969999999995
289,3.320356
290,3.586535
291,3.3536230000000002
292,3.510919
293,3.7295819999999997
294,3.396871
295,3.546281
296,3.755324
297,3.71167
298,3.6542489999999996
299,3.696875
300,3.9455709999999997
301,3.558791
302,3.533072
303,3.2199829999999996
304,3.214004
305,3.3228969999999998
306,3.407294
307,3.151994
308,3.2099439999999997
309,3.1685149999999997
310,3.116692
311,3.217314
312,3.0793790000000003
313,3.0451819999999996
314,3.2634969999999996
315,3.207392
316,3.3573450000000005
317,3.3299149999999997
318,3.2468869999999996
319,3.327163
320,3.3883460000000003
321,3.387995
322,3.368795
323,3.37478
324,3.469941
325,3.354798
326,3.28539
327,3.433659
328,3.226787
329,3.163813
330,3.233003
331,3.154443
332,3.397369
333,3.380029
334,3.4488369999999997
335,3.3458170000000003
336,3.5452120000000003
337,3.517071
338,3.561084
339,3.565983
340,3.8078559999999997
341,3.788236
342,3.7861309999999997
343,3.888806
344,4.055659
345,4.038194
346,4.0968599999999995
347,4.11901
348,4.097776
349,3.9602690000000003
350,3.9239960000000003
351,3.9183640000000004
352,3.819341
353,3.811614
354,3.733347
355,3.7610430000000004
356,3.7317270000000002
357,3.720088
358,3.711377
359,3.754922
360,3.732282
361,3.7483280000000003
362,3.705519
363,3.7735860000000003
364,3.7752850000000002
365,3.819749
366,3.904581
367,3.955238
368,3.885308
369,3.914318
370,3.905097
371,3.81919
372,3.8050509999999997
373,3.793073
374,3.613823
375,3.7331369999999997
376,3.8489120000000003
377,3.739346
378,3.702127
379,3.872604
380,3.801555
381,3.771749
382,3.829171
383,3.811013
384,3.804961
385,3.740274
386,3.683441
387,3.655627
388,3.719299
389,3.792519
390,3.810738
391,3.744801
392,3.73811
393,3.742997
394,3.708382
395,3.7751609999999998
396,3.750625
397,3.727507
398,3.761529
399,3.7646859999999998
400,3.6896
401,3.6468439999999998
402,3.685399
403,3.7470839999999996
404,3.7597840000000002
405,3.8086810000000004
406,3.97608
407,3.852068
408,3.7695089999999998
409,3.7368
410,3.753906
411,3.821071
412,3.7580270000000002
413,3.755089
414,3.804637
415,3.838354
416,3.829098
417,3.778903
418,3.710168
419,3.651051
420,3.7143239999999995
421,3.644503
422,3.689645
423,3.897368
424,3.954119
425,4.009613
426,3.9892239999999997
427,4.01506
428,3.8897199999999996
429,3.894371
430,4.029844
431,4.0699950000000005
432,4.03851
433,3.9089639999999997
434,4.02571
435,3.94602
436,3.94447
437,3.7840190000000002
438,4.000827
439,3.967999
440,4.087681
441,4.116651999999999
442,3.836447
443,3.803283
444,3.8869209999999996
445,3.9489900000000002
446,4.11808
447,4.104905
448,4.083464
449,4.052656
450,4.057943
451,4.035831
452,3.9885129999999998
453,3.9181259999999996
454,3.775197
455,3.754513
456,3.782157
457,3.7440339999999996
458,3.795048
459,3.815295
460,3.7949479999999998
461,3.7850580000000003
462,3.7098129999999996
463,3.710718
464,3.78688
465,3.791544
466,3.799526
467,3.754367
468,3.749931
469,3.741536
470,3.6110349999999998
471,3.691377
472,3.6967399999999997
473,3.841846
474,3.732249
475,3.9713510000000003
476,4.06672
477,3.97926
478,4.219469
479,4.400437
480,4.164966
481,4.097174
482,4.197083
483,4.008954
484,3.972158
485,3.9800349999999995
486,4.081840000000001
487,4.015009
488,3.971938
489,4.043967
490,3.982646
491,3.8855
492,4.017444
493,4.138953
494,3.923731
495,4.097377
496,4.202975
497,4.097874
498,3.937869
499,3.822643
500,3.8260039999999997
