Time (ns),RMSD (Å)
246,3.2788634
247,3.1594358
248,2.4754689
249,2.551358
250,2.7383224999999998
251,3.0375195
252,3.0844864999999997
253,3.56941
254,3.5129633
255,3.5134104
256,3.4293798181818174
257,3.333815222222222
258,3.1343569090909087
259,2.914340888888889
260,2.867747090909091
261,2.7656650000000003
262,2.741709
263,3.030663111111111
264,3.092705090909091
265,3.247329777777778
266,3.4842321818181814
267,3.54263
268,3.2366360909090917
269,3.077690666666667
270,3.1495756363636365
271,3.1524883333333333
272,3.143664727272727
273,2.9632504444444443
274,2.8676703636363636
275,2.9298772222222222
276,2.9358398181818184
277,2.9833747777777777
278,3.1813967272727273
279,3.157187222222222
280,3.183209454545455
281,3.5554172222222222
282,3.782047545454545
283,3.6633160000000005
284,3.7368275454545454
285,4.005176111111111
286,3.6082270909090908
287,3.620968
288,3.044687
289,2.818088
290,2.8772764545454543
291,2.8363585555555555
292,2.841255818181818
293,3.316215555555556
294,3.4534469090909083
295,3.528758666666667
296,3.895131272727272
297,3.5681382222222227
298,3.5813509090909093
299,3.7951948888888887
300,4.1918571818181825
301,4.141374777777778
302,4.195849363636364
303,4.0486572222222215
304,3.975914363636364
305,3.6473624444444446
306,3.718502
307,3.4415756666666666
308,3.334847818181818
309,3.200337888888889
310,3.435259818181818
311,3.4985816666666665
312,3.2361642727272724
313,3.101700888888889
314,3.0865653636363635
315,3.0007692222222224
316,2.6791234545454548
317,2.644209555555556
318,2.553132909090909
319,2.623575
320,2.9280476363636367
321,2.9178788888888887
322,3.0724584999999998
323,2.9943193
324,3.118651
325,3.2043407000000004
326,3.3278976
327,3.3359894
328,2.901445
329,3.0528364
330,2.7499211
331,2.7794767
332,2.7637088
333,2.4165519
334,2.5177232
335,2.6149736
336,2.9083297999999997
337,2.7616597
338,2.7631411
339,2.7339200999999997
340,2.8375675
341,2.8933372
342,3.0247512
343,2.9747812
344,3.0616944
345,2.9946846000000003
346,3.2862041
347,3.0790606
348,3.0694716
349,3.2449263000000004
350,3.0477244
351,2.9827754
352,3.1800731
353,3.1797125
354,3.2233927
355,3.1602112
356,3.2026683
357,3.2032117999999996
358,3.1932549000000003
359,3.2869662999999996
360,3.5164277999999998
361,3.3473546
362,3.0897848
363,2.9363450999999996
364,2.9081210000000004
365,2.6505151000000002
366,2.8552156
367,2.863848
368,2.8938998000000002
369,2.6483712
370,2.8065162
371,2.9943254
372,3.2849961999999997
373,3.1070987
374,3.2122794999999997
375,3.2970117
376,3.2431728
377,3.1645722
378,3.3322559
379,3.3155231
380,3.5206524999999997
381,3.1775298
382,3.2308708000000004
383,3.4875551000000002
384,3.3730902
385,3.1682615
386,3.1844349999999997
387,3.0579933
388,3.0304354
389,3.2940835
390,3.1367432
391,3.2840139
392,3.3513344000000003
393,3.0047448
394,3.1260605000000004
395,3.0891924000000004
396,2.8735447
397,2.8244757
398,2.774835
399,2.8866221
400,2.9328224
401,3.0033944000000004
402,3.0685682
403,2.8396168
404,2.7250058
405,2.8303066
406,2.9268616
407,2.8652591000000003
408,2.8716461
409,2.9156969
410,2.6202825
411,2.6127717
412,2.993696
413,2.9959214
414,3.0663259
415,2.8962729
416,2.9440162
417,2.5478606
418,2.5683955000000003
419,2.6671597
420,2.6122381
421,2.6393135
422,2.6192374000000003
423,2.5219218999999997
424,2.7214210999999997
425,2.8654997
426,2.8676288
427,2.8389134
428,2.6389418
429,2.5107931
430,2.8375245
431,2.6330496
432,2.6636633
433,2.488619
434,2.5561137
435,2.5538182
436,2.4757746000000003
437,2.600757
438,2.6073592
439,2.4397012
440,2.5067723
441,2.4993953
442,2.3981114
443,2.4582582000000004
444,2.7713555
445,2.7751629
446,2.8297065
447,2.8984755
448,3.0426816
449,3.1810139
450,3.2050107
451,3.1317445
452,3.1024436
453,3.2514694
454,3.3114795
455,3.0066446
456,2.8811506000000002
457,2.923559
458,2.7205171
459,2.8935752
460,2.8854026
461,2.6676355
462,2.5471312
463,2.4561883
464,2.5132768
465,2.7943686
466,2.8092259000000004
467,2.7099526999999997
468,2.8519328
469,2.8682234
470,2.8454172
471,2.7741163999999996
472,2.7941565
473,2.838331
474,2.9675727
475,2.7900142000000003
476,2.6339255
477,2.5108454
478,2.6941176
479,2.9974737
480,3.0042921999999996
481,2.9973298
482,3.0615628
483,3.0189238
484,2.8311578
485,2.7584866999999997
486,2.6663901
487,2.7781326
488,2.9183808
489,2.8531171
490,2.643325
491,2.753307
492,2.872694
493,2.8664503
494,2.8317609999999998
495,2.6748813
496,2.7622076
497,2.9817567
498,2.8827236
499,3.066911
500,3.0601594999999997
