Time (ns),RMSD (Å)
372,3.4540656
373,3.8795092
374,4.1205818
375,3.9172850000000006
376,4.0744571
377,3.9486391999999997
378,3.9378396999999996
379,4.1085844
380,3.9895759
381,4.0009632
382,4.0183224
383,4.0638043
384,3.9510436
385,3.8883213000000003
386,3.9450054999999997
387,3.9901686000000005
388,3.91273
389,4.0601427
390,4.0494789
391,3.982655
392,3.9946886
393,4.0788662
394,4.062964
395,4.0325132
396,3.9898521
397,3.8443754
398,3.7811263999999998
399,3.863091
400,3.9644167
401,3.8879421999999995
402,3.8082537
403,3.9284125
404,3.9527875000000003
405,3.8105944
406,3.7504850000000003
407,3.8651135000000005
408,3.9694544
409,4.0251184
410,3.9212483000000002
411,3.8248702000000003
412,3.7375902
413,3.8449361
414,3.8196193000000003
415,3.8690872
416,3.8597287
417,3.8145832000000004
418,3.8867618999999998
419,3.8508401
420,3.8356471999999995
421,3.7670945
422,3.9955028000000006
423,4.0420478
424,4.0878091
425,3.8377457
426,3.8470145000000002
427,3.7720326
428,3.8634838
429,3.7781065
430,3.4458361999999996
431,3.5300379
432,3.776306
433,3.8045256
434,3.5294768000000003
435,3.5666604999999993
436,3.4859561
437,3.5900838999999998
438,3.4304852
439,3.518604
440,3.5802376000000002
441,3.5141378000000003
442,3.4065816
443,3.4104181000000002
444,3.3340943000000003
445,3.3400622
446,3.3802365
447,3.5506530000000005
448,3.4681608
449,3.4155791000000004
450,3.4466431
451,3.3385242
452,3.4014827
453,3.4443652
454,3.5283255
455,3.5678946
456,3.5449262
457,3.5308072
458,3.5614917000000004
459,3.5328415
460,3.4735918
461,3.4557941
462,3.4450804
463,3.4288702
464,3.3597147
465,3.2912114
466,3.2740716999999995
467,3.2554601
468,3.3256897
469,3.2572729000000002
470,3.2304362
471,3.2737004999999995
472,3.2517361
473,3.2420234
474,3.3766438
475,3.4165995000000002
476,3.4350445
477,3.3449885000000004
478,3.4831529999999997
479,3.4263069
480,3.4797438000000005
481,3.6922555
482,3.6819924
483,3.4764026
484,3.5345623
485,3.6506759
486,3.6778991999999997
487,3.6622301000000004
488,3.6888736
489,3.7281664
490,3.690463
491,3.620808
492,3.7110297999999995
493,3.6436561000000003
494,3.7276519
495,3.7467242
496,3.6733146999999997
497,3.7253667999999998
498,3.6204216000000002
499,3.5952712
500,3.507916
